https://en.wikipedia.org/wiki/List_of_railway_stations_in_India
Gauribidanur 	GBD 	Karnataka 	
Gauriganj 	GNG 	Uttar Pradesh 	
Gauripur 	GUP 	Assam 	NFR/Northeast Frontier 	32 m 	[72]
Gauriyamau 	GMU 		
Gaushala 	GWS 		
Gautampura Road 	GPX 		
Gaya Junction 	GAYA 	Bihar 	
Geratpur 	GER 		
Gerita Kolvada 	GTKD 		
Gevra Road 	GAD 	Chhattisgarh 	
Gevrai 	GOI 	Maharashtra 	
Ghagghar 	GHG 	Punjab 	
Ghagwal 	GHGL 		
Ghanauli 	GANL 		
Ghansoli 		Maharashtra 	Trans-Harbour (CR)
Gharaunda 	GRA 	Haryana 	
Ghaso 	GSO 		
Ghataka Varana 	GKB 		
Ghatampur 	GTM 		
Ghatkopar 	G 	Maharashtra 	CR/Central
Ghatprabha 	GPB 	Karnataka 	
Ghatsila 	GTS 	Jharkhand 	
Ghaziabad 	GZB 	Uttar Pradesh 	
Ghazipur City 	GCT 		
Ghograpur 	GOE 	Assam 	NFR/Northeast Frontier 	55 m 	[73]
Gholvad 	GVD 	Maharashtra 	
Ghoradongri 	GDYA 	Madhya Pradesh 	
Ghorawadi 	GRWD 		
Ghorpuri 	GPR 		
Ghosipura 	GOPA 		
Ghosunda 	GSD 		
Ghughuli 	GH 		
Ghugus 	GGS 	Maharashtra 	
Ghutai 	GTI 		
Gidarpindi 	GOD 	Punjab 	
Giddalur 	GID 	Andhra Pradesh 	
Giddarbaha 	GDB 		
Gidhaur 	GHR 		
Gir Gadhara 	GEG 		
Gir Hadmatiya 	GRHM 		
Giridih 	GRD 	Jharkhand 	East Central Railway 	289m 	[74]
Girwar 	GW 		
Goalpara Town 	GLPT 	Assam 	NFR/Northeast Frontier 	49 m 	[75]
Godha 	GDHA 		
Godhra Junction 	GDA 	Gujarat 	
Gogameri 	GAMI 		
Gogamukh 	GOM 		
Gohad Road 	GOA 		
Gohana 	GHNA 	Haryana 	
Gohpur 	GPZ 		
Gokak Road 	GKK 	Karnataka 	
Gokarna Road 	GOK 	Karnatak 	KRCL 	
Gola Gokarannath 	GK 	Uttar Pradesh 	
Gola Road 	GRE 		
Golakganj Junction 	GKJ 	Assam 	NFR/Northeast Frontier 	31 m 	[76]
Golanthra 	GTA 		
Gole 	GOLE 		
Golsar 	GOZ 		
Gomati Nagar 	GTNR 		
Gomoh Junction 	GMO 	Jharkhand 	
Gonda Junction 	GD 		
Gondal 	GDL 	Gujarat 	
Gondia Junction 	G 	Maharashtra 	
Goneana 	GNA 		
Gooty 	GY 	Andhra Pradesh 	
Gop Jam 	GOP 		
Gopalganj 	GOPG 		
Gopalpur 	GPPR 		
Gora Ghuma 	GGM 		
Gorakhpur Cantonment 	GKC 	Uttar Pradesh 	
Gorakhpur City 	GKY 	Uttar Pradesh 	
Gorakhpur Junction 	GKP 	Uttar Pradesh 	
Goram Ghat 	GGO 		
Goraul 	GRL 		
Goraya 	GRY 		
Goregaon 	GMN 	Maharashtra 	WR/Western
Goregaon Road Halt 	GNO 	Maharashtra 	KR / Konkan Railway 	13 m 	[77]
Goresuar 	GVR 		
Goriyan 	GIO 		
Goshainganj 	GGJ 		
Gossaigaon Hat 	GOGH 	Assam 	NFR/Northeast Frontier 	50 m 	[78]
Gotan 	GOTN 		
Gotegaon 	GON 		
Gothaj 	GTE 		
Govandi 		Maharashtra 	Harbour (CR)
Goverdhan 	GDO 	Uttar Pradesh 	
Govindgarh 	GVG 		
Govindgarh Malk 	GND 		
Govindi Marwar 	GVMR 	Rajasthan 	
Govindnagar 	GOVR 		
Govindpuri 	GOV 	Uttar Pradesh 	
Govindpuri, Kanpur 	GOY 	Uttar Pradesh 	NCR/North Central Railway 	
Grant Road 	GTR 	Maharashtra 	WR/Western
Gudha 	GA 		
Guindy 		Tamil Nadu 	
Gubbi 	GBB 		
Gudivada Junction 	GDV 	Andhra Pradesh 	South Central Railway zone 	
Gudiyattam 	GYM 	Tamil Nadu 	
Gudur Junction 	GDR 	Andhra Pradesh 	
Gujhandi 	GJD 		
Gulabhganj 	GLG 		
Gulabpura 	GBP 		
Gulaothi 	GLH 		
Gularbhoj 	GUB 		
Gulbarga 	GR 	Karnataka 	
Guldhar 	GUH 	Uttar Pradesh 	
Guledagudda Rd 	GED 		
Guler 	GULR 		
Gulzarbagh 	GZH 		
Guma 	GUMA 		
Gumia 	GMIA 		
Gumman 	GMM 		
Gummidipundi 	GPD 	Tamil Nadu 	
Gumthal 	GTF 		
Guna 	GUNA 	Madhya Pradesh 	WR 	
Gundardehi 	GDZ 		
Guneru Bamori 	GVB 		
Guntakal Junction 	GTL 	Andhra Pradesh 	
Guntur Junction 	GNT 	Andhra Pradesh 	
Guptipara 	GPA 	West Bengal 	
Guraru 	GRRU 		
Gurap 	GRAE 	West Bengal 	
Gurdaspur 	GSP 		
Gurgaon 	GGN 	Haryana 	
Gurhi 	GUX 		
Guriya 	GRI 		
Gurla 	GQL 		
Gurmura 	GMX 		
Gurpa 	GAP 		
Gursahaiganj 	GHJ 		
Gursar Shnewala 	GSW 		
Gauravpur 	GUV 		
Guru Tegh Bahadur Nagar 		Maharashtra 	Harbour (CR)
Guruvayur 	GVR 	Kerala 	
Guwahati 	GHY 	Assam 	NFR/Northeast Frontier 	58 m 	[79]
Gwalior 	GWL 	Madhya Pradesh 	
Gyanpur Road 	GYN 	Uttar Pradesh 	
H
Station Name 	Station Code 	State 	Railway Zone 	Elevation 	Map
Hazrat Nizamuddin 	NZM 	Delhi 	
Habaipur 	HWX 	Assam 	NFR/Northeast Frontier 	93 m 	[80]
Habibganj 	HBJ 	Madhya Pradesh 	
Habibwala 	HBW 		
Hadapsar 	HDP 	Maharashtra 	
Hadmadiya 	HRM 		
Hadmatiya Junction 	HM 		
Hafizpur 	HZR 		
Haflong Hill 	HFG 	Assam 	NFR/Northeast Frontier 	543 m 	[81]
Haiaghat 	HYT 		
Haibargaon 	HBN 	Assam 	NFR/Northeast Frontier 	68 m 	[82]
Haidergarh 	HGH 		
Hailakandi 	HKD 	Assam 	NFR/Northeast Frontier 	28 m 	[83]
Hajipur Junction 	HJP 	Bihar 	
Hakimpur 	HKP 		
Haldaur 	HLDR 		
Haldi Road 	HLDD 		
Haldibari 	HDB 	West Bengal 	
Haldwani 	HDW 	Uttarakhand 	
Halisahar 	HLR 	West Bengal 	Eastern Railway
Halvad 	HVD 		
Hamira 	HMR 		
Hamirgarh 	HMG 		
Hamirpur Road 	HAR 	Himachal Pradesh 	
Hanakere 	HNK 		
Handia Khas 	HDK 		
Hansi 	HNS 	Haryana 	
Hansiawas 	HSWS 		
Hanumangarh Junction 	HMH 	Rajasthan 	
Hanumangarh town 	HMO 	Rajasthan 	
Hanwant 	HWT 	Rajasthan 	
Hapa 	HAPA 	Gujarat 	
Hapur 	HPU 	Uttar Pradesh 	
Harangajao 	HJO 	Assam 	NFR/Northeast Frontier 	154 m 	[84]
Harangul 	HGL 	Maharashtra 	CR/Central 	644 m 	[85]
Haranya Kheri 	HKH 		
Harauni 	HRN 		
Harawada 	HAA 	Karunadu 	KR 	
Harchandpur 	HCP 		
Harda 	HD 	Madhya Pradesh 	
Hardoi 	HRI 	Uttar Pradesh 	
Harduaganj 	HGJ 		
Haridwar Junction 	HW 	Uttarakhand 	
Harihar 	HRR 	Karnataka 	
Harinagar 	HIR 		Uttarakhand
Haripad 	HAD 	Kerala 	
Haripur 	HP 		
Harischandrapur 	HCR 	West Bengal 	
Harishankar Rd 	HSK 	Odisha 	
Harisinga 	HRSN 		
Harkia Khal 	HKL 		
Harmuti 	HMY 	Assam 	
Harnaut 	HRT 	Bihar 	
Harpalganj 	HRPG 		
Harpalpur 	HPP 	Uttar Pradesh 	
Harrawala 	HRW 		
Harsauli 	HSI 		
Harsud 	HRD 		
Harthala 	HRH 		
Harwada 	HAA 		
Hasimara 	HSA 	West Bengal 	
Hassan 	HAS 	Karnataka 	
Hasanparti Road 		Telangana 	
Hathbandh 	HN 	Chhattisgarh 	
Hathidah Junction 	HTZ 	Bihar 	
Hathigadh 	HTGR 		
Hathras City 	HTC 	Uttar Pradesh 	
Hathras Junction 	HRS 	Uttar Pradesh 	
Hathras Road 	HTJ 	Uttar Pradesh 	
Hathras Qilla 	HTJ 	Uttar Pradesh 	
Hatia 	HTE 	Jharkhand 	
Hatikhali 	HTL 	Assam 	NFR/Northeast Frontier 	289 m 	[86]
Hatkanagale 	HTK 		
Hatundi 	HTD 		
Haveri 	HVR 	Karnataka 	
Hazaribagh Road 	HZD 	Jharkhand 	
Hejjala 	HJL 	Karnataka 	SWR/South Western 	773 m 	[87]
Helak 	HK 		
Helem 	HML 		
Hempur 	HMP 		
Hendegir 	HNDR 		
Hilara 	HLX 	Assam 	NFR/Northeast Frontier 	24 m 	[88]
Hilsa 	HIL 	Bihar 	
Himayatnagar 	HEM 		
Himmatnagar 	HMT 	Gujarat 	
Hindaun City railway station 	HAN 	Rajasthan 	
Hind Motor 		West Bengal 	
Hindu College 	HC 	Tamil Nadu 	SR/Southern 	28 m 	
Hindumalkote 	HMK 		
Hindupur Junction 	HUP 	Andhra Pradesh 	
Hinganghat 	HGT 	Maharashtra 	
Hingoli Deccan 	HNL 	Maharashtra 	
Hira Nagar 	HRNR 		
Hirakud 	HKG 	Odisha 	
Hirapur 	HPR 		
Hirdagarh 	HRG 		
Hirnoda 	HDA 		
Hisar 	HSR 	Haryana 	
Hisvahal 	HSL 		
Hodal 	HDL 	Haryana 	
Hojai 	HJI 	Assam 	NFR/Northeast Frontier 	78 m 	
Hol 	HOL 		
Holambi Kalan 	HUK 	Delhi 	Northern Railway 	223.15 m
Hole Alur 	HLAR 	Karnataka 	
Honnavar 	HNA 	Karnataka 	KRCL 	
Hooghly 	HGY 	West Bengal 	
Hooghly Ghat 	HYG 	West Bengal 	
Hosdurga Road 	HSD 		
Hoshangabad 	HBD 	Madhya Pradesh 	
Hoshiarpur 	HSX 	Punjab 	
Hospet Junction 	HPT 	Karnataka 	
Hosur 	HSRA 	Tamil Nadu 	
Hotgi Junction 	HG 	Maharashtra 	
Howbadh Jabalpur 	HBG 		
Howrah 	HWH 	West Bengal 	Largest Station in India 	
Hubli Central Junction 	UBL 	Karnataka 	Headquarters of South Western Railway zone 	
Hugrajuli 	HJLI 		
Husainpur 	HSQ 		
Hyderabad DeccanNampally 	HYB 	Telangana 	
I
Station Name 	Station Code 	State 	Railway Zone 	Elevation 	Map
Ib 	IB 	Odisha 	
Ichapuram 	IGP 	Andhra Pradesh 	
Ichauli 	ICL 		
Idar 	IDAR 		
Idgah Agra Junction 	IDH 	Uttar Pradesh 	
Igatpuri 	IGP 	Maharashtra 	
Ikkar 	IKK 		
Iklehra 	IKR 		
Inchhapuri 	IHP 	Haryana 	
Indalvai 	IDL 		
Indapur 	INP 	Maharashtra 	KR / Konkan Railway 	20 m 	[89]
Indara Junction 	IAA 	Uttar Pradesh 	
Indargarh 	IDG 		
Indi Road 	IDR 		
Indore Junction (BG) 	INDB 	Madhya Pradesh 	
Indore Junction (MG) 	INDM 	Madhya Pradesh 	
Innanje 	INJ 		
Intikanne 			
Intiyathok 	ITE 		
Itehar 	AAH 	Madhya Pradesh 	
Iqbal Gadh 	IQG 		
Iqbalpur 	IQB 		
Irinjalakuda 	IJK 	Kerala 	
Irugur(Coimbatore) 	IGU 	Tamil Nadu 	
Isarda 	ISA 		
Islampur 	IPR 	Bihar 	
Ismaila Haryana 	ISM 	Haryana 	
Itarsi Junction 	ET 	Madhya Pradesh 	
Itola 	ITA 		
Itwari 	ITR 	Maharashtra 	
Izzatnagar 	IZN 	Uttar Pradesh 	
J
Joychandi Pahar railway station.
Station Name 	Station Code 	State 	Railway Zone 	Elevation 	Map
Jabalpur 	JBP 	Madhya Pradesh 	West central 	417m 	
Jabli 	JBL 			
Jabri 	JBX 			
Jadar 	JADR 			
Jadcherla 	JCL 	Telangana 		
Jagadhri 	JUD 	Haryana 		
Jagadhri Workshop 	JUDW 	Haryana 		
Jagadishpur 	JGD 			
Jagaddal 	JDL 	West Bengal 		
Jessore Road 	JSOR 	West Bengal 		
Jagatbela 	JTB 			
Jagdalpur 	JDB 	Chhattisgarh 	ECoR / East Coast 	
Jagdevwala 	JDL 			
Jagesharganj 	JGJ 			
Jagi road 	JID 	Assam 	NFR/Northeast Frontier 	62 m 	[90]
Jagnath Road Halt 	JNX 	Rajasthan 		
Jagraon 	JGN 	Punjab 		
Jahanikhera 	JKH 			
Jaipur 	JP 	Rajasthan 	North Western 	434m 	http://indiarailinfo.com/station/map/jaipur-junction-jp/272
Jais 	JAIS 	Uttar Pradesh 		
Jaisalmer 	JSM 	Rajasthan 	224m 	
Jaithari 	JTI 			
Jaitipur 	JTU 			
Jaitwar 	JTW 			
Jajiwal 	JWL 			
Jajpur Kheonjhar Road 	JJKR 	Odisha 		
Jakhal Junction 	JHL 	Haryana 		
Jakhalabandha 	JKB 	Assam 	NFR/Northeast Frontier 	73 m 	[91]
Jakhalaun 	JLN 			
Jakhania 	JKN 	Uttar Pradesh 		
Jakhaura 	JHA 			
Jakhim 	JHN 			
Jakhvada 	JKA 			
Jaksi 	JKS 			
Jalalganj 	JLL 			
Jalalpur Dhai 	JPD 			
Jalamb Junction 	JM 	Maharashtra 		
Jalandhar Cantonment 	JRC 	Punjab 		
Jalandhar City 	JUC 	Punjab 	238m 	
Jalesar Road 	JLS 	Uttar Pradesh 		
Jaleswar 	JER 	Odisha 	13m 	
Jalgaon Junction 	JL 	Maharashtra 	213m 	
Jalila Road 	JIL 			
Jaliya Devani 	JALD 			
Jalna 	J 	Maharashtra 		
Jalor 	JOR 	Rajasthan 		
Jalpaiguri 	JPG 	West Bengal 	84m 	
Jalpaiguri Road 	JPE 	West Bengal 		
Jalsu 	JAC 			
Jalsu Nanak 	JACN 			
Jam Jodhpur Junction 	JDH 	Rajesthan 		
Jam Wanthali 	WTJ 			
Jamalpur Junction 	JMP 	Bihar 	59m 	
Jambara 	JMV 			
Jambur 	JBB 			
Jamira 	JMRA 	Assam 	NFR/Northeast Frontier 	51 m 	[92]
Jammalamadugu 	JMDG 	Andhra Pradesh 		
Jammikunta 	JMKT 	Telangana 		
Jammu Tawi 	JAT 	Jammu & Kashmir 	336m 	
Jamnagar 	JAM 	Gujarat 		
Jamsar 	JMS 			
Jamtara 	JMT 	Jharkhand 	182m 	
Jamui 	JMU 	Bihar 	66m 	
Jamunamukh 	JMK 	Assam 	NFR/Northeast Frontier 	70 m 	[93]
Jamwala 	JVL 			
Janakpur Road 	JNR 	Bihar 	ECR 	
Jandiala 	JNL 			
Jangaon 	ZN 	Telangana 	380m 	
Janghai Junction 	JNH 	Uttar Pradesh 	92m 	
Jangipur Road 	JRLE 	West Bengal 	34m 	
Janiyana 	JNE 			
Jankampet Junction 	JKM 			
Jaora 	JAO 			
Japla 	JPL 			
Jarandeshwar 	JSV 			
Jargaon 	JRJ 			
Jari 	JARI 	Gujarat 		
Jaruda Naraa 				
Jarwal Road 	JLD 			
Jasia 	JSA 	Haryana 		
Jasali 	JSI 			
Jasidih Junction 	JSME 	Jharkhand 	271m 	
Jasra 	JSR 			
Jaswantgarh 	JSH 			
Jaswantnagar 	JGR 			
Jataula Samphka 	JSKA 	Haryana 		
Jath Road 	JTRD 			
Jatinga 	JTG 	Assam 	NFR/Northeast Frontier 	298 m 	[94]
Jatusana 	JTS 	Haryana 		
Jaulka 	JUK 			
Jaunpur City 	JOP 	Uttar Pradesh 		
Jaunpur Junction 	JNU 	Uttar Pradesh 		
Javale 	JVA 			
Jawad Road 	JWO 	Madhya Pradesh 		
Jawai Bandh 	JWB 			
Jawali 	JAL 	Rajasthan 		
Jawalamukhi Road 	JMKR 	Himachal Pradesh 	598m 	
Jayasingpur 	JSP 			
Jaynagar 	JYG 	Bihar 		
Jaynagar Majlipur 	JNM 			
Jehanabad 	JHD 	Bihat 		
Jejuri 	JJR 			
Jenal 	JNZ 	Gujarat 		
Jeonathpur 	JEP 			
Jetalsar Junction 	JLR 	Gujarat 		
Jetalvad 	JTV 			
Jetpur 	JTP 	Gujarat 		
Jeur 	JEUR 	Maharashtra 		
Jagannath Temple Gate 	JGE 	Odisha 		
Jhadupudi 	JPI 	Andhra Pradesh 		
Jhagadiya Junction 	JGI 			
Jhajha 	JAJ 	Bihar 	142m 	
Jhalawar Road 	JHW 	Rajasthan 		
Jhalida 	JAA 	West Bengal 		
Jhanjharpur 	JJP 	Bihar 		
Jhansi Junction 	JHS 	Uttar Pradesh 	North Central Railway 	
Jhansi Railway Station
Jhargram 	JGM 	West Bengal 		
Jharia 	JRI 	Jharkhand 		
Jharokhas 	JRQ 			
Jharsuguda Junction 	JSG 	Odisha 		
Jharwasaa 	JWS 			
Jhingura 	JHG 			
Jhinjhak 	JJK 	Uttar Pradesh 	NCR/North Central Railway 	131 m 	
Jhunjhunu 	JJN 	Rajasthan 		
Jhunpa 	JUP 			
Jigna 	JIA 			
Jind Junction 	JIND 	Haryana 		
Jira Road 	JIR 			
Jiradei 	ZRD 			
Jiribam 	JRBM 	Manipur 	NFR/Northeast Frontier 	46 m 	[95]
Jirighat 	JIGT 	Assam 	NFR/Northeast Frontier 	42 m 	[96]
Jiron 	JRO 			
Jiyapuram 	JPM 	Tamil Nadu 		
Jodhpur Junction 	JU 	Rajasthan 		
Jogbani 	JBN 	Bihar 		
Jogeshwari 	JOS 	Maharashtra 	WR/Western
Jogi Magra 	JOM 			
Jogidih 	JGF 			
Jogighopa 	JPZ 	Assam 	NFR/Northeast Frontier 	41 m 	[97]
Joginder Nagar 	JDNX 	Himachal Pradesh 		
Jogiwala 	JGW 			
Jolarpettai Junction 	JTJ 	Tamil Nadu 		
Jone Karrang 	JYK 			
Jorhat 	JT 	Assam 		
Jorhat Town 	JTTN 	Assam 		
Jotana 	JTN 			
Joychandi Pahar railway station 	JOC 	West Bengal 	JOC 	SER
Juchandra 		Maharashtra 	CR/Central
Jugijan 	JGJN 	Assam 	NFR/Northeast Frontier 	73 m 	[98]
Juinagar 		Maharashtra 	Harbour/Trans-Harbour (CR)
Jukehi 	JKE 			
Julana 	JNA 	Haryana 		
Junagadh C B 	JNDC 	Gujarat 		
Junagadh Junction 	JND 	Gujarat 	WR/Western 	86 m 	http://indiarailinfo.com/station/map/junagadh-junction-jnd/2125 	
Jung Bahadurganj 	JBG 			
Junichavand 	JCN 			
Junnor Deo 	JNO 			
Juriagaon 	JRX 	Assam 	NFR/Northeast Frontier 	68 m 	[99]
Jutogh 	JTO 	Himachal Pradesh 		
Jwalapur 	JWP 			
K
Station Name 	Station Code 	State 	Railway Zone 	Elevation 	Map
Kacheguda 	KCG 	Telangana 	SCR/South Central
Kachhwa Road 	KWH 				
Kadalundi 	KN 	Tamil Nadu 			
Kadambur 	KDU 	Tamil Nadu 			
Kadaynallur 	KDNL 	Tamil Nadu 			
Kadiri 	KRY 	Andhra Pradesh 			
Kadur Junction 	DRU 	Karnataka 	SWR/South Western Railway
Kaithalkuchi 	KTCH 	Assam 	NFR/Northeast Frontier 	50 m 	[100]
Kakinada Port 	COA 	Andhra Pradesh 			
Kakinada Town 	CCT 	Andhra Pradesh 			
Kankinara 	KNR 	West Bengal 			
Kalachand 	KQI 	Assam 	NFR/Northeast Frontier 	267 m 	[101]
Kalamboli 		Maharashtra 	CR/Central
Kalanaur kalan 	KLNK 	Haryana 			
Kalka 	KLK 	Haryana 	656m 		
Kalkalighat 	KKGT 	Assam 	NFR/Northeast Frontier 	31 m 	[102]
Kalwa 		Maharashtra 	CR/Central
Kalyan 	KYN 	Maharashtra 	CR/Central 		
Kalyani 	KLY 	West Bengal 			
Kalianpur(Kanpur) 	KAP 	Uttar Pradesh 			
Kalinarayanpur Junction 	KLNP 	West Bengal 			
Kalol Junction 	KLL 	Gujarat 			
Kamakhya Junction 	KYQ 	Assam 	NFR/Northeast Frontier 	55 m 	
Kaman Road 		Maharashtra 	CR/Central
Kamareddi 	KMC 	Telangana 			
Kampil Road 	KXF 	Uttar Pradesh
Kamshet 	KMST 	Maharashtra 			
Kamakhya Junction 	KYQ 	Assam 	NFR/Northeast Frontier 	55 m 	[103]
Kampur 	KWM 	Assam 	NFR/Northeast Frontier 	68 m 	[104]
Kamrup Khetri 	KKET 	Assam 	NFR/Northeast Frontier 	56 m 	[105]
Kanaibazar 	KNBR 	Assam 	NFR/Northeast Frontier 	27 m 	[106]
Kanchipuram 	CJ 	Tamil Nadu 			
Kandivali 	KILE 	Maharashtra 	WR/Western
Kangra 	KGRA 	Himachal Pradesh 			
Kanhangad 	KZE 	Kerala 			
Kanina Khas 	KNNK 	Haryana 			
Kaniyapuram 	KXP 	Kerala 			
Kanjiramittam 	KPTM 	Kerala 			
Kanjurmarg 		Maharashtra 	CR/Central
Kankanadi 	KNKD 	Karnataka 			
Kannauj 	KJN 	Uttar Pradesh 			
Kanpur Anwarganj 	CPA 	Uttar Pradesh 			
Kanpur City 	CNB 	Uttar Pradesh 			
Kanpur SMU CBSA CPSM 	CPSM 	Uttar Pradesh 			
Kanpur South(Govindpuri) 	GOY 	Uttar Pradesh 			
Kanpur Bridge Left Bank 	CPB 	Uttar Pradesh 			
Kanpur BGE L BK 	CPB 	Uttar Pradesh 			
Kanpur Central 	CNB 	Uttar Pradesh 			
Kanyakumari 	CAPE 	Tamil Nadu 			
Kapurthala 	KXH 	Punjab 			
Karad 	KRD 	Maharashtra 			
Karaikkudi Junction 	KKDI 	Tamil Nadu 			
Karanja 	KRJA 	Maharashtra 			
Karimganj Junction 	KXJ 	Assam 	NFR/Northeast Frontier 	23 m 	[107]
Karimnagar 	KRMR 	Telangana 	SCR/South Central
Karjat 	S 	Maharashtra 	CR/Central 		
Karnal 	KUN 	Haryana 	235 m 	NR / Northern 	
Karur Junction 	KRR 	Tamil Nadu 			
Karunagappalli 	KPY 	Kerala 	SR/Southern 		
Karwar 	KAWR 	Karnataka 			
Kasara 	N 	Maharashtra 	CR/Central
Kasaragod 	KGQ 	Kerala 			
Kashi 	KEI 	Uttar Pradesh 			
Katakhal Junction 	KTX 	Assam 	NFR/Northeast Frontier 	20 m 	[108]
Kathivakkam 	KAVM 	Tamil Nadu 	SR/Southern 	9 m 	
Katihar 	KIR 	Bihar 			
Katlicherra 	KLCR 	Assam 	NFR/Northeast Frontier 	45 m 	[109]
Katni 	KTE 	Madhya Pradesh 			
Katol 	KATL 	Maharashtra 			
Katpadi Junction, Vellore 	KPD 	Tamil Nadu 			
Katra 	KEA 	Uttar Pradesh 			
Kavali 	KVZ 	Andhra Pradesh 			
Kayamkulam 	KYJ 	Kerala 			
Kayasthagram 	KTGM 	Assam 	NFR/Northeast Frontier 	25 m 	[110]
Kazhakoottam TechnoPark Trivandrum 	KZK 	Kerala 			
Kazipet Junction 	KZJ 	Telangana 			
Kelavli 		Maharashtra 	CR/Central
Kelve Road 	KLV 	Maharashtra 	WR/Western
Kendukana 	KDKN 	Assam 	NFR/Northeast Frontier 	52 m 	[111]
Kesinga 	KSNG 	Odisha 	East Coast 		
Kesamudram 	KDM 	Telangana 	South Central Railway 		[112]
Khadavli 	KDV 	Maharashtra 	CR/Central
Khadki 	KK 	Maharashtra 			
Khairthal 	KRH 	Rajasthan 			
Khajuraho 	KURJ 	Madhya Pradesh 			
Khalilpur 	KIP 	Haryana 			
Khambhaliya 	KMBL 	Gujarat 			
Khamgaon 	KMN 	Maharashtra 			
Khamkhed 	KMN 	Maharashtra 			
Khammam 	KMT 	Telangana 	South Central Railway 		This is the Most Revenue Generated Station in the zone
Khana Junction 	KAN 	West Bengal 			
Khandala 	KAD 	Maharashtra 			
Khandeshwar 		Maharashtra 	Harbour (CR)
Khandwa 	KNW 	Madhya Pradesh 			
Khanna 	KNN 	Punjab 			
Kharagpur Junction 	KGP 	West Bengal 		1220 m 	That Is A Largest Platform Of India
Kharbao 		Maharashtra 	CR/Central
Khardi 	KE 	Maharashtra 	CR/Central
Kharghar 		Maharashtra 	Harbour (CR)
Khar Road 	KHAR 	Maharashtra 	WR/Western/Harbour (CR)
Khatauli 	KAT 	Uttar Pradesh 			
Khatu 	KHTU 	Rajasthan 			
Khed 	KHED 	Maharashtra 			
Khera Kalan 	KHKN 	Delhi 			
Khopoli 	KP 	Maharashtra 	CR/Central 		
Khurai 	KYE 	Madhya Pradesh 			
Kinwat 	KNVT 	Maharashtra 			
Kirloskarvadi 	KOV 	Maharashtra 			
Kirnahar 	KNHR 	West Bengal 			
Kilikolloor 		Kerala 			
King's Circle 		Maharashtra 	Harbour (CR)
Kishanganj 	KNE 	Bihar 	NFR 		
Kiul Junction 	KIUL 	Bihar 			
Kochuveli (Trivandrum /Thiruvananthapuram) 	KCVL 	Kerala 			
Kodaikanal road 	KQN 	Tamil Nadu 			
Koderma 	KQR 	Jharkhand 			
Kodinar 	KODR 	Gujarat 	WR/Western 	15 m 	[113]
Kodumudi 	KMD 	Tamil Nadu 			
Koduru 	KOU 	Andhra Pradesh 			
Kokrajhar 	KOJ 	Assam 	NFR/Northeast Frontier 	46 m 	[114]
Kolar 	KQZ 	Karnataka 			
Kollidam 	CLN 	Tamil Nadu 			
Kolhapur 	KOP 	Maharashtra 			
Kolad 	KOL 	Maharashtra 	KR / Konkan Railway 	17 m 	[115]
Kolkata Terminal 	KOAA 	West Bengal 			
Kollam Junction 	QLN 	Kerala 	SR/Southern 		
Konnagar 	KOG 	West Bengal 			
Kopar 		Maharashtra 	CR/Central
Kopargaon 	KPG 	Maharashtra 			
Kopar Khairane 		Maharashtra 	Trans-Harbour (CR)
Koraput Junction 	KRPU 	Odisha 	East Coast/ ECoR 		
Korattiangadi 		Kerala 			
Korattur 	KOTR 	Tamil Nadu 	SR/Southern 	12.85 m 	
Korba 	KRBA 	Chhattisgarh 			
Koregaon 	KRG 	Maharashtra 	CR/Central 		
Korukkupet 	KOK 	Tamil Nadu 	SR/Southern 	7 m 	
Kosamba 	KSB 	Gujarat 	
Kosi Kalan 	KSV 	Uttar Pradesh 			
Kosli 	KSI 	Haryana 			
Kotdwar 	KTW 	Uttarakhand 			
Kot Kapura 	KKP 	Punjab 			
Kota Junction 	KOTA 	Rajasthan 			
Kotli Kalan 	KTKL 	Punjab 			
Kotma 	KTMA 	Madhya Pradesh 	517m 		Map
Kotshila Junction 	KSX 	West Bengal 			
Kottapalli 	KYOP 	Telangana 			
Kottavalasa 	KTV 	Andhra Pradesh 			
Kottayam 	KTYM 	Kerala 			
Kottarakkara 	KTR 	kerala 			

   Kottikulam        KQK     Kerala

Kotturu 	KTY 	Andhra Pradesh 			
Kovilpatti 	CVP 	Tamil Nadu 			
Koyilandy 	QLD 	Kerala 			
Kozhikode 	CLT 	Kerala 			
Krishna Canal 	KCC 	Andhra Pradesh 			
Krishnai 	KRNI 	Assam 	NFR/Northeast Frontier 	44 m 	[116]
Krishnarajapuram 	KJM 	Karnataka 			
Kuchaman City 	KMNC 	Rajasthan 			
Kudal 	KUDL 	Maharashtra 	KR / Konkan Railway Corporation 	26 m 	
Kulitalai 	KLT 	Tamil Nadu 			
Kulpahar 	KLAR 	Uttar Pradesh 			
Kulti 	ULT 	West Bengal 			
Kumgaon Burti 	KJL 	Maharashtra 			
Kumbakonam 	KMU 	Tamil Nadu 			
Kumta 	KT 	Karnataka 	KRCL 		
Kundapura 	KUDA 	Karnataka 			
Kuppam 	KPN 	Andhra Pradesh 			
Kuram 	KUM 	Maharashtra 			
Kurichedu 	KCD 	Andhra Pradesh 			
Kurduvadi 	KWV 	Maharashtra 			
Kurla 	C/CH 	Maharashtra 	CR/Central/Harbour 		
Kurnool Town 	KRNT 	Andhra Pradesh 			
Kurukshetra Junction 	KKDE 	Haryana 			
Kuttippuram 	KTU 	Kerala 			
Kashipur 	KPV 	Uttarakhand 			
